id,highlights,masked_highlights
24553875,Portal venous thrombosis after distal pancreatectomy: clinical outcomes.,Portal venous thrombosis <mask> distal <mask> clinical outcomes.
24553977,Do not forget the stool examination!-cutaneous and gastrointestinal manifestations of Blastocystis sp. infection.,Do not <mask> the <mask> <mask> and gastrointestinal <mask> of Blastocystis sp. infection.
24557011,Home parenteral nutrition improves quality of life and nutritional status in patients with cancer: a French observational multicentre study.,Home parenteral nutrition improves quality <mask> <mask> and nutritional status in <mask> <mask> cancer: a French <mask> multicentre study.
24557479,Jejunal perforation: a rare presentation of B-cell lymphoma.,<mask> <mask> a rare presentation of B-cell lymphoma.
24560015,Acute gastric dilatation causing acute limb ischemia in an anorexia nervosa patient.,<mask> gastric <mask> causing acute limb ischemia in <mask> anorexia nervosa patient.
24562002,"Examination of accuracy in the assessment of gastric residual volume: a simulated, controlled study.","Examination <mask> accuracy in the <mask> <mask> gastric <mask> volume: a simulated, <mask> study."
24568943,Case of an appendiceal mucinous adenocarcinoma presenting as a left adnexal mass.,C<mask>se of an appendiceal <mask> adenocarcinoma presenting as a <mask> adnexal mass.
24570015,The efficacy of single-dose postoperative intravenous dexamethasone for pain relief after endoscopic submucosal dissection for gastric neoplasm.,The efficacy <mask> <mask> postoperative intravenous dexamethasone for pain relief after endoscopic <mask> <mask> for gastric neoplasm.
24571122,Impact of noncancer pain on health-related quality of life.,Impact <mask> n<mask>cancer pain on health-related quality <mask> life.
24574834,Is propofol safe when administered to cirrhotic patients during sedative endoscopy?,Is propofol safe when <mask> to cirrhotic patients <mask> <mask> endoscopy?
24579355,Effect of transcutaneous electrical stimulation of Zusanli (ST 36) and Liangqiu (ST 34) combined with general anesthesia on pain and gastrointestinal symptoms in patients undergoing gynecological laparoscopic operation.,Effect of transcutaneous electrical stimulation of Zusanli <mask> 36) <mask> Liangqiu <mask> 34) <mask> with <mask> anesthesia on pain <mask> gastrointestinal symptoms in <mask> undergoing gynecological laparoscopic operation.
24582411,"Anemia, iron and vitamin B12 deficiencies after sleeve gastrectomy compared to Roux-en-Y gastric bypass: a meta-analysis.","Anemi<mask>, iron <mask> vitamin B12 deficiencies <mask> sleeve gastrectomy <mask> to Roux-en-Y gastric bypass: a meta-analysis."
24582415,Hypertension remission 1 year after bariatric surgery: predictive factors.,<mask> <mask> <mask> year after bariatric surgery: predictive factors.
24583053,Sleeve gastrectomy reduces xanthine oxidase and uric acid in a rat model of morbid obesity.,<m<mask>sk> gastrectomy reduces xanthine oxidase and uric <mask> in a rat <mask> of morbid obesity.
24583366,Do mast cells play a pathogenetic role in neurofibromatosis type 1 and ulcerative colitis?,Do m<mask>st cells play a <mask> role in <mask> type 1 and <mask> colitis?
24584612,Anthropometrics Identify Wasting in Patients Undergoing Surgery for Encapsulating Peritoneal Sclerosis.,<mask> Identify Wasting in <mask> Undergoing Surgery for <mask> Peritoneal Sclerosis.
24586342,Change of body weight and macrophage inhibitory cytokine-1 during chemotherapy in advanced gastric cancer: what is their clinical significance?,Change <mask> body <mask> and <mask> <mask>hibitory cytokine-1 during chemotherapy in advanced gastric <mask> what is their clinical significance?
24587686,Leptomeningeal carcinomatosis as the initial manifestation of gastric adenocarcinoma: a case report.,Leptomeningeal carcinomatosis as <mask> <mask> manifestation of gastric <mask> a case report.
24589830,Management of systolic blood pressure after endoscopic submucosal dissection is crucial for prevention of post-ESD gastric bleeding.,Management of <mask> blood pressure after endoscopic submucosal d<mask>section is crucial for <mask> of <mask> <mask> bleeding.
24590220,Development of the gastrointestinal endoscopy competency assessment tool for pediatric colonoscopy (GiECAT KIDS).,<mask> of the <mask> endoscopy competency assessment <mask> for <mask> colonoscopy (GiECAT KIDS).
24590434,Postgastrectomy Syndrome Assessment Scale (PGSAS)-45 and changes in body weight are useful tools for evaluation of reconstruction methods following distal gastrectomy.,Postgastrectomy <mask> Assessment Scale (PGSAS)-45 and changes <mask> body weight are useful <mask> for evaluation of <mask> methods <mask> <mask> gastrectomy.
24595257,Analysis of bowel sounds application status for gastrointestinal function monitoring in the intensive care unit.,Analysis of <mask> <mask> application status for gastrointestinal <mask> monitoring in <mask> intensive care unit.
24596522,Bifocal metastasis of melanoma to the small intestine from an unknown primary with intestinal obstruction - case report.,<mask> metastasis of mel<mask>oma to the <mask> <mask> <mask> an unknown primary with intestinal obstruction - case report.
24605036,Endocrine cells in the ileum of patients with irritable bowel syndrome.,<mask> cells in the <mask> of <mask> with irritable bowel syndrome.
24614007,Rarities in neurology: blue rubber bleb naevus syndrome.,Rarities in <mask> <mask> rubber bleb naevus syndrome.
24616750,Diagnosis of emergencies/urgencies in gynecology and during the first trimester of pregnancy.,Diagnosis of emergencies/urgencies in <mask> and <mask> the <mask> trimester of pregnancy.
24617664,Altered islet function and insulin clearance cause hyperinsulinemia in gastric bypass patients with symptoms of postprandial hypoglycemia.,Altered <mask> function and <mask>sulin <mask> <mask> hyperinsulinemia in gastric <mask> patients with symptoms of postprandial hypoglycemia.
24618447,Recurrent episodes of acute pancreatitis due to duodenal gangliocytic paraganglioma: report of a case.,Recurrent <mask> of acute pancreatitis <mask> to duodenal <mask> paraganglioma: report of a case.
24618504,Magnetically guided capsule versus conventional gastroscopy for upper abdominal complaints: a prospective blinded study.,Magnetically <mask> capsule <mask> conventional gastroscopy for <mask> abdominal complaints: a <mask> blinded study.
24619293,Effect of sleeve gastrectomy on gastroesophageal reflux.,Effect of <mask> gastrectomy on <mask> reflux.
24625421,Succinate dehydrogenase deficiency is rare in pituitary adenomas.,Succ<mask>ate <mask> deficiency is rare in pituitary adenomas.
24627583,Irritable bowel syndrome: emerging paradigm in pathophysiology.,Irritable bowel <mask> emerg<mask>g paradigm in pathophysiology.
24627611,Primary malignant melanoma of the esophagus: a case report.,<mask> malignant melanoma of the <mask> a <mask> report.
24628735,Predictive factor of re-bleeding after negative capsule endoscopy for obscure gastrointestinal bleeding: over 1-year follow-up study.,<mask> factor of <mask> after <mask> capsule <mask> for obscure gastrointestinal bleeding: over 1-year follow-up study.
24633670,Endoscopic and pathologic findings associated with clinical outcomes of melanoma in the upper gastrointestinal tract.,Endoscopic <mask> pathologic <mask> associated with clinical outcomes of <mask> in the <mask> gastrointestinal tract.
24640125,Blastocystis spp. culturing as a method for diagnosing the parasite.,Bl<mask>tocystis spp. <mask> as a method for <mask> the parasite.
24640309,Differential diagnosis of chronic diarrhoea.,Differential <mask> of <mask> diarrhoea.
24641701,Update on obesity pharmacotherapy.,Update on <mask> pharmacotherapy.
24647300,Carcinoid tumour of appendix in a child: a rare case at an uncommon site.,<m<m<mask>sk>sk> tumour of appendix in a <mask> a rare case <mask> an uncommon site.
24647737,"Effects of sitagliptin on glycemia, incretin hormones, and antropyloroduodenal motility in response to intraduodenal glucose infusion in healthy lean and obese humans and patients with type 2 diabetes treated with or without metformin.","<mask> of <mask> on glycemia, incretin <mask> <mask> antropyloroduodenal motility in response to intraduodenal <mask> infusion in healthy <mask> <mask> <mask> humans <mask> patients with type 2 diabetes <mask> with or without metformin."
24649343,"Analysis of clinical characteristics, diagnosis, treatment and prognosis of 46 patients with primary gastrointestinal non-Hodgkin lymphoma.","Analysis of clinical characteristics, <mask> <mask> <mask> prognosis of <mask> patients with primary gastrointestinal non-Hodgkin lymphoma."
24652654,Metabolic outcomes 2 years following gastric bypass surgery in people with type 2 diabetes: an observational cohort study.,<mask> outcomes <mask> years <mask> gastric bypass <mask> in people <mask> type <mask> diabetes: an observational cohort study.
24653853,Blue rubber bleb nevus syndrome as a cause of lower digestive bleeding.,Blue rubber bleb nevus syndrome <m<mask>sk> a cause of lower <mask> bleeding.
24658692,Repeated upper endoscopy in the Medicare population: a retrospective analysis.,Repe<mask>ted <mask> endoscopy in the <mask> population: a retrospective analysis.
2466072,Hyperamylasemia in inflammatory bowel disease.,Hyperamylasemia in <mask> <mask> disease.
24664349,Gastrointestinal tolerance and utilization of agave inulin by healthy adults.,<mask> tolerance and utilization of agave inulin <mask> <mask> adults.
24666366,Successful use of miniphotopheresis for the treatment of graft-versus-host disease.,<mask> use of miniphotopheresis for the treatment of <mask> disease.
24677740,Prevalence and outcome of non-alcoholic fatty liver disease in adolescents and young adults undergoing weight loss surgery.,Prevalence and <mask> of non-alcoholic fatty liver disease in <mask> and young adults undergoing <mask> <mask> surgery.
24679429,Biliary issues in the bariatric population.,Biliary <mask> in the <mask> population.
24679553,Nutrition care in patients with cancer: A retrospective multicenter analysis of current practice - Indications for further studies?,Nutrition care in <mask> with cancer: <mask> retrospective multicenter <mask> of current practice - Indications <mask> <mask> studies?
24680159,Perforated small bowel diverticulitis after gastric bypass.,Perforated small <mask> <mask> after gastric bypass.
24680576,Abnormal vital signs are common after bowel resection and do not predict anastomotic leak.,Abnormal <mask> signs are common after bowel resection <mask> <mask> not predict <mask> leak.
24686368,Needle before the knife: nonoperative management of pneumoperitoneum with image-guided aspiration after gastrointestinal perforation.,Needle <mask> the knife: nonoperative <mask> of <mask> with image-guided <mask> after gastrointestinal perforation.
24687497,Abnormal weight gain and gut microbiota modifications are side effects of long-term doxycycline and hydroxychloroquine treatment.,<mask> weight gain and <mask> microbiota modifications are <mask> effects <mask> long-term doxycycline and hydroxychloroquine treatment.
24689093,Transnasal endoscopy is preferred by transoral endoscopy experienced patients.,<mask> endoscopy is preferred <mask> transoral endoscopy <mask> patients.
24693872,Isolated Meckel's diverticulum perforation as a sequel to blunt abdominal trauma: a case report.,<m<m<mask>sk>sk> Meckel's diverticulum <mask> as a sequel to blunt abdominal <mask> a case report.
24694282,Surface area of the digestive tract - revisited.,<mask> area of the digestive <mask> - revisited.
24696447,Small intestinal glucose exposure determines the magnitude of the incretin effect in health and type 2 diabetes.,Small intestinal glucose <mask> determines <mask> magnitude <mask> <mask> incretin effect in <mask> <mask> type 2 diabetes.
24696625,A case of hepatic portal venous gas due to viral gastroenteritis.,<mask> case of hepatic portal venous <mask> due <mask> viral gastroenteritis.
24698673,Clinical outcome of autologous hematopoietic stem cell infusion via hepatic artery or portal vein in patients with end-stage liver diseases.,Clinical <mask> <mask> autologous hematopoietic stem cell infusion <mask> <mask> artery or portal vein in patients with end-stage <mask> diseases.
24699396,Alleviation of retching and feeding intolerance after fundoplication.,Alleviation <mask> <mask> and feeding intolerance after fundoplication.
24700515,Clinical correlation needed: what do emergency physicians do after an equivocal ultrasound for pediatric acute appendicitis?,Clinical <mask> <mask> what <mask> emergency <mask> <mask> after an equivocal ultrasound for pediatric acute appendicitis?
2470592,Effect of a long-acting somatostatin analogue (octreotide) on circulating tachykinins and the pentagastrin-induced carcinoid flush.,<m<mask>sk> of a l<mask>g-acting somatostatin analogue <mask> on circulating tachykinins and the pentagastrin-induced carcinoid flush.
24708524,A descriptive study of colorectal function in adults with Prader-Willi Syndrome: high prevalence of constipation.,A descriptive study of <mask> function <mask> adults <mask> Prader-Willi Syndrome: <mask> prevalence of constipation.
24711514,Clinical impact of 18F-FDG-PET/CT in the extra cardiac work-up of patients with infective endocarditis.,Clinical impact of 18F-FDG-PET/CT in <mask> extra <mask> <mask> of patients with <mask> endocarditis.
24712283,Validation of the Bulgarian version of Scales for Outcomes in Parkinson's Disease - Autonomic (SCOPA-AUT-BG).,<mask> of <mask> Bulgarian version of Scales for Outcomes in Parkinson's <mask> - <mask> (SCOPA-AUT-BG).
24720118,Characteristics of eosinophilic inflammation of the gastrointestinal tract in children--a retrospective analysis of clinical material with review of the literature.,Characteristics of eosinophilic inflammation of <mask> gastrointestinal tract in children--a <mask> analysis of <mask> <mask> with review of <mask> literature.
24722004,Perioperative implications of the patient with autonomic dysfunction.,Perioperative <mask> of <mask> patient with autonomic dysfunction.
24723069,Conscious sedation for upper endoscopy in the gastric bypass patient: prevalence of cardiopulmonary adverse events and predictors of sedation requirement.,Conscious sedation for <mask> endoscopy in the gastric bypass <mask> prevalence of cardiopulmonary <mask> <mask> <mask> predictors of sedation requirement.
24723128,Apoptotic enteropathy caused by antimetabolites and TNF-α antagonists.,Apoptotic enteropathy <mask> by antimetabolites and <mask> antagonists.
24726204,Impact of a clinical pharmacist-led guidance team on cancer pain therapy in China: a prospective multicenter cohort study.,Impact <mask> a <mask> <mask> guidance team on cancer pain therapy in <mask> a <mask> multicenter cohort study.
24728378,Swallowing examination for ENT specialists.,Swallowing <mask> <mask> ENT specialists.
24729994,Computer-based virtual reality colonoscopy simulation improves patient-based colonoscopy performance.,Computer-based virtual <mask> <mask> simulation improves <mask> <mask> performance.
24731474,Reliability of pH measurement and the auscultatory method to confirm the position of a nasogastric tube.,Reliability of pH measurement <mask> the <mask> method to confirm the <mask> of a <mask> tube.
24731672,Exenatide once weekly versus insulin glargine for type 2 diabetes (DURATION-3): 3-year results of an open-label randomised trial.,<mask> <mask> weekly versus insulin glargine for <mask> 2 diabetes (DURATION-3): 3-year <mask> <mask> an open-label randomised trial.
24732734,Surgical results of laparoscopic Roux-en-Y gastric bypass in super obese patients with BMI≥60 in China.,<mask> results <mask> <mask> Roux-en-Y <mask> bypass in super obese patients with BMI≥60 in China.
24732751,"Correlation of clinical, endoscopic, and histological findings with virulence factors in children with Helicobacter pylori gastritis.","Correlation <mask> clinical, endoscopic, and histological <mask> with <mask> factors in <mask> with Helicobacter pylori gastritis."
24736970,Gastroschisis-related complications requiring further surgical interventions.,Gastroschisis-related complications <mask> <mask> surgical interventions.
24737310,The utility of routine postoperative upper gastrointestinal swallow studies following laparoscopic sleeve gastrectomy.,The utility of routine <mask> upper gastrointestinal <mask> <mask> <mask> laparoscopic sleeve gastrectomy.
24738197,Treatment of giant diaphragmatic hernia.,Treatment <mask> giant <mask> hernia.
24739605,Primary intestinal follicular lymphoma and premature atherosclerosis in a Japanese diabetic patient with atypical familial partial lipodystrophy.,Prim<mask>ry intestinal <mask> lymphoma and premature <mask> in a Japanese <mask> patient with <mask> familial partial lipodystrophy.
24740595,Dietary iodine absorption is not influenced by malabsorptive bariatric surgery.,Dietary iodine <mask> is <mask> influenced <mask> malabsorptive bariatric surgery.
24741535,Stool calprotectin in necrotizing enterocolitis.,Stool calprotect<mask> in <mask> enterocolitis.
24744189,Measurement of disordered eating following bariatric surgery: a systematic review of the literature.,Me<mask>surement <mask> disordered eating following <mask> surgery: a systematic review <mask> <mask> literature.
24750228,Cinematic magnetic resonance enterography for non-organic abdominal pain in infants and children.,Cinematic <mask> resonance <mask> for non-organic abdominal <mask> in infants and children.
24752112,A clinical trial of ketogenic diet in patients with acute spinal cord injury: safety and feasibility.,A clinical trial <mask> ketogenic <mask> in patients with <mask> spinal cord injury: <mask> and feasibility.
24760643,Retrospective clinical analysis of heterotopic pancreas misdiagnosed as gastrointestinal stromal tumors.,Retrospective <mask> analysis of <mask> pancreas <mask> as gastrointestinal stromal tumors.
2476084,Endogenous cholecystokinin regulates growth of human cholangiocarcinoma.,<mask> cholecystokinin <mask> growth of human cholangiocarcinoma.
24762691,Clinical and experimental studies of adult hereditary spherocytosis.,Clinical <mask> experimental studies of adult <mask> spherocytosis.
24764673,Risk factors associated with Barrett's epithelial dysplasia.,Risk factors associated <mask> <mask> epithelial dysplasia.
24764686,Comparative study of intestinal tuberculosis and primary small intestinal lymphoma.,<mask> <mask> <mask> intestinal tuberculosis and primary small intestinal lymphoma.
24768680,Low rate of large polyps (>9 mm) within 10 years after an adequate baseline colonoscopy with no polyps.,Low rate <mask> large polyps (>9 <mask> <mask> <mask> years after an adequate <mask> colonoscopy with no polyps.
24774100,Gastric Helicobacter pylori infection associates with an increased risk of colorectal polyps in African Americans.,Gastric Helicobacter pylori <mask>fection associates <mask> an increased risk of colorectal <mask> in <mask> Americans.
24775330,"Clinical predictors of incident gallstone disease in a Chinese population in Taipei, Taiwan.","<m<mask>sk> <mask> of incident gallstone disease in a Chinese <mask> in Taipei, Taiwan."
24776861,Usefulness of bowel sound auscultation: a prospective evaluation.,Usefulness of bowel <m<mask>sk> auscultation: a prospective evaluation.
24778642,"The Prevalence, Risk Factors, and Clinical Correlates of Erosive Esophagitis and Barrett's Esophagus in Iranian Patients with Reflux Symptoms.","The Prevalence, <mask> Factors, <mask> Cl<mask>ical Correlates of <mask> Esophagitis <mask> Barrett's Esophagus in Iranian Patients with <mask> Symptoms."
24780568,The gut microbiota in sickness and health.,The <mask> microbiota <mask> sickness and health.
24791662,The use of gastrointestinal cocktail for differentiating gastro-oesophageal reflux disease and acute coronary syndrome in the emergency a systematic review.,The use <mask> gastrointestinal cocktail for differentiating <mask> <mask> disease and acute <mask> syndrome in the emergency a <mask> review.
24801218,"A multicenter, double-blind, placebo-controlled trial of the PDE9A inhibitor, PF-04447943, in Alzheimer's disease.","A multicenter, double-bl<mask>d, placebo-controlled trial <mask> the <mask> <mask> PF-04447943, in Alzheimer's disease."
24801370,Nutrition impact symptoms and body composition in patients with COPD.,Nutrition <mask> symptoms and body composition <mask> <mask> with COPD.
24803814,Routine diagnosis of intestinal tuberculosis and Crohn's disease in Southern India.,<mask> diagnosis <mask> intestinal tuberculosis <mask> Crohn's disease in Southern India.
24803817,Evaluation of preferable insertion routes for esophagogastroduodenoscopy using ultrathin endoscopes.,Evaluation of preferable <mask> routes for <mask> using <mask> endoscopes.
24803834,Solitary plexiform neurofibroma of the stomach: a case report.,<m<mask>sk> <mask> neurofibroma of the stomach: a case report.
24805204,Bedside upper gastrointestinal series in critically ill low birth weight infants.,Bedside upper <mask> series in <mask> ill <mask> birth weight infants.
2481458,Cryptosporidiosis: clinical features and diagnosis.,Cryptosporidiosis: <mask> <mask> and diagnosis.
24817372,Asymptomatic gastric bacterial overgrowth after bariatric surgery: are long-term metabolic consequences possible?,<mask> gastric bacterial <mask> after bariatric surgery: are long-term <mask> consequences possible?
24817969,Alpha-synuclein immunohistochemistry of gastrointestinal and biliary surgical specimens for diagnosis of Lewy body disease.,Alpha-synuclein immunohistochemistry of <mask> <mask> <mask> surgical specimens for diagnosis of Lewy <mask> disease.
24818646,Acute pyogenic inguinal abscess from complex soft-tissue infection or intra-abdominal pathology.,Acute <mask> inguinal <mask> from complex soft-tissue <mask> or intra-abdominal pathology.
24819500,Successful endoscopic management of gastrointestinal leakages after laparoscopic Roux-en-Y gastric bypass surgery.,Successful <mask> management of <mask> leakages after laparoscopic Roux-en-Y <mask> bypass surgery.
24829068,"Relationship among nausea, anxiety, and orthostatic symptoms in pediatric patients with chronic unexplained nausea.","<mask> among nausea, <mask> and orthostatic symptoms in pediatric patients with <mask> <mask> nausea."
24831461,Correlation between postoperative weight loss and diabetes mellitus remission: a meta-analysis.,Correlation between postoperative weight loss and <mask> <mask> <mask> a meta-analysis.
24833527,Mucosal healing of ileal lesions is associated with long-term clinical remission after infliximab maintenance treatment in patients with Crohn's disease.,<mask> heal<mask>g of ileal lesions <mask> associated <mask> long-term clinical <mask> after infliximab maintenance treatment in patients <mask> Crohn's disease.
24834200,Giant gastric lipoma mimicking well-differentiated liposarcoma.,Giant gastric <mask> mimicking <mask> liposarcoma.
24834225,"Non-Helicobacter pylori, non-NSAIDs peptic ulcers: a descriptive study on patients referred to Taleghani hospital with upper gastrointestinal bleeding.",N<mask>-Helicobacter <mask> non-NSAIDs peptic ulcers: a descriptive study on patients referred to <mask> <mask> <mask> upper gastrointestinal bleeding.
24834232,"The association between clinical symptoms, laboratory findings and serum endothelin 1 concentrations, in cirrhotic patients with and without hepatopulmonary syndrome.","The association between cl<mask>ical symptoms, laboratory findings and serum <mask> 1 <mask> in cirrhotic patients with and <mask> hepatopulmonary syndrome."
24837598,Successful use of endoscopic argon plasma coagulation for hemorrhagic radiation cystitis: a case report.,Successful use of endoscopic <m<mask>sk> plasma coagulation for hemorrhagic radiation <mask> a <mask> report.
24841013,Correlation of radiological investigations with clinical findings in cases of abdominal mass in the paediatric age group.,<mask> of <mask> <mask>vestigations <mask> cl<mask>ical findings in cases of abdominal mass in the paediatric age group.
24848086,Protocol for a prospective neuroimaging study investigating the supraspinal control of lower urinary tract function in healthy controls and patients with non-neurogenic lower urinary tract symptoms.,<mask> for a prospective neuroimag<mask>g study investigating the supraspinal <mask> of <mask> urinary tract function in healthy <mask> <mask> patients with non-neurogenic <mask> urinary tract symptoms.
24851039,"Clinical efficacy of Spasmofen® suppository in the emergency treatment of renal colic: a randomized, double-blind, double-dummy comparative trial.","Clinical <mask> of Spasmofen® suppository in the emergency treatment of <mask> colic: a randomized, <mask> <mask> <mask> trial."
24851640,A first case of endoscopical removal of an eroded adjustable gastric band in Croatia.,A <mask> case of endoscopical removal of an eroded <mask> gastric band <mask> Croatia.
24852683,The influence of salsolinol on basic rat metabolism.,The influence of salsolinol <mask> basic <mask> metabolism.
24853841,Single-port laparoscopic colorectal resections in obese patients are as safe and effective as conventional laparoscopy.,Single-port laparoscopic colorectal resections in obese <mask> <mask> as <mask> and effective as <mask> laparoscopy.
24854375,Cytomegalovirus-related necrotising vasculitis mimicking Henoch-Schönlein syndrome.,Cytomegalovirus-related <mask> vasculitis mimicking <mask> syndrome.
24856119,Borderline resectable pancreatic cancer: a consensus statement by the International Study Group of Pancreatic Surgery (ISGPS).,Borderline resect<mask>ble pancreatic cancer: a consensus statement by the <mask> Study <mask> <mask> Pancreatic Surgery (ISGPS).
24857115,Survivorship in gynecologic cancer: enduring the treatment toward a new normal.,<mask> in <mask> <mask> enduring the treatment toward a new normal.
24859952,Comparison of long-term outcomes between Billroth-I and Roux-en-Y reconstruction after distal gastrectomy.,<mask> of long-term outcomes between Billroth-I and <mask> reconstruction after <mask> gastrectomy.
24861190,Variation in small bowel length: factor in achieving total enteroscopy?,Variation in <mask> bowel <mask> factor in achieving total enteroscopy?
24863887,Assessment of acute intestinal graft versus host disease by abdominal magnetic resonance imaging at 3 Tesla.,Assessment of <mask> intestinal graft versus <mask> disease by abdominal magnetic resonance imaging <mask> <mask> Tesla.
24864646,Gastrointestinal autonomic nerve tumour of jejunum presenting as a perforated mass.,Gastrointestinal autonomic <mask> <mask> of jejunum <mask> as a perforated mass.
24865541,Concurrent pancreatic head and tail arteriovenous malformations in a 40-year-old gentleman: the first published report.,Concurrent <mask> head and tail arteriovenous <mask> in a 40-year-old <mask> <mask> first published report.
24868284,Socio-demographic characteristics of patients with diagnosed functional dyspepsia.,Socio-demographic characteristics of <mask> with <mask> functional dyspepsia.
24868289,Family recognition of celiac disease.,Family <mask> of <mask> disease.
24868515,Primary colonic lymphoma: An incidental finding in a patient with a gallstone attack.,Prim<m<mask>sk>ry colonic lymphoma: An <mask>cidental <mask> in a patient with a gallstone attack.
24871067,Endoscopic mucosal resection and snare polypectomy for treatment of a colorectal polypoid adenoma in a dog.,Endoscopic mucos<m<mask>sk>l resection <mask> snare polypectomy for treatment of a <mask> polypoid <mask> in a dog.
2487550,Ibopamine versus hydrochlorothiazide/amiloride in patients with mild congestive heart failure. SK & F Ibopamine Working Group.,Ibopamine versus hydrochlorothiazide/amiloride in patients with mild <mask> heart failure. SK <mask> <mask> Ibopamine <mask> Group.
24875961,Incidence and risk factors for early wound complications after spinal arthrodesis in children: analysis of 30-day follow-up data from the ACS-NSQIP.,Incidence and <mask> factors for early wound complications <mask> sp<mask>al arthrodesis in children: analysis <mask> <mask> <mask> data from the ACS-NSQIP.
24875968,Pregabalin reduces opioid consumption and improves outcome in chronic pain patients undergoing total knee arthroplasty.,Pregabal<mask> reduces <mask> <mask> and improves outcome in chronic <mask> patients undergoing total knee arthroplasty.
24877253,Long-term tolerance and efficacy of adjunctive exenatide  therapy on glycaemic control and bodyweight in type 2  diabetes: a retrospective study from a specialist diabetes  outpatient clinic.,L<m<m<mask>sk>sk>g-term tolerance and efficacy of <mask> exenatide  therapy on glycaemic control and bodyweight <mask> type <mask>  <mask> a <mask> study from a specialist diabetes  outpatient clinic.
24878005,Treatment of Bartter syndrome. Unsolved issue.,<mask> of <mask> syndrome. Unsolved issue.
24885024,Atypical presentation of carcinoid tumor with unresolved right shoulder pain: a case report.,<mask> presentation <mask> carcinoid tumor with <mask> right shoulder pain: a <mask> report.
24887880,Effect of body mass index on early clinical outcomes after cardiac surgery.,Effect of body <mask> index on early clinical <mask> <mask> cardiac surgery.
24889495,Association of reflux symptom index scores with gastroesophageal flap valve status.,<mask> <mask> reflux symptom index scores with gastroesophageal flap <mask> status.
24890619,Narrow band imaging facilitates detection of inlet patches in the cervical oesophagus.,Narrow <mask> imag<mask>g facilitates detection of inlet patches in the <mask> oesophagus.
2489245,"Natural history of peptic ulcer disease in Poland. Part II. General objective condition of patients, personality features and symptoms.","Natural history of peptic ulcer <mask> in Poland. <mask> <mask> <mask> objective condition of patients, personality features and symptoms."
24898304,"HARMONY 3: 104-week randomized, double-blind, placebo- and active-controlled trial assessing the efficacy and safety of albiglutide compared with placebo, sitagliptin, and glimepiride in patients with type 2 diabetes taking metformin.","HARMONY <mask> <mask> randomized, double-blind, placebo- and active-controlled trial assessing the efficacy and <mask> <mask> albiglutide compared with placebo, sitagliptin, and <mask> in patients with type <mask> <mask> taking metformin."
24901680,Acute symptomatic Meckel diverticulum management. Our experience on seven consecutive cases.,<mask> symptomatic Meckel diverticulum <mask> <mask> experience on seven consecutive cases.
24901820,Decreased parasympathetic activity in patients with functional dyspepsia.,Decreased <mask> <mask> in patients with functional dyspepsia.
24902653,Amelioration of glycemic control by sleeve gastrectomy and gastric bypass in a lean animal model of type 2 diabetes: restoration of gut hormone profile.,Amelioration of glycemic control by sleeve gastrectomy and <mask> bypass in a lean <mask> <mask> of type 2 <mask> <mask> of gut <mask> profile.
24903042,Pain therapy in irritable bowel syndrome.,Pa<mask> therapy in <mask> bowel syndrome.
24909607,Scintigraphy evaluation of the types of functional constipation in children with bowel bladder dysfunction.,Scintigraphy evaluation <mask> <mask> types <mask> functional <mask> in children <mask> bowel bladder dysfunction.
24911862,A rare sublingual cyst in an infant: oral heterotopic gastrointestinal cyst.,A rare subl<mask>gual <mask> in <mask> infant: oral heterotopic gastrointestinal cyst.
24913586,Early morbidity and mortality of laparoscopic sleeve gastrectomy and gastric bypass in the elderly: a NSQIP analysis.,E<mask>rly morbidity <mask> <mask> of laparoscopic sleeve gastrectomy <mask> gastric bypass <mask> the elderly: a <mask> analysis.
24913592,Laparoscopic choledochoduodenostomy as an alternate treatment for common bile duct stones after Roux-en-Y gastric bypass.,Laparoscopic choledochoduodenostomy <mask> an alternate treatment for <mask> bile <mask> stones <mask> Roux-en-Y gastric bypass.
24913595,Efficacy and safety of laparoscopic mini gastric bypass. A systematic review.,<mask> and safety of laparoscopic <mask> gastric bypass. A <mask> review.
24915052,Randomized trial comparing the effects of a low-dose combination of nifedipine GITS and valsartan versus high-dose monotherapy on central hemodynamics in patients with inadequately controlled hypertension: FOCUS study.,Randomized trial compar<mask>g the effects of a <mask> combination of nifedipine GITS and <mask> <mask> <mask> <mask> on central hemodynamics in patients with inadequately controlled hypertension: <mask> study.
24918645,Dulaglutide for the treatment of type 2 diabetes.,Dulaglutide for <mask> treatment of type <mask> diabetes.
24918790,"Effect of renal impairment on the pharmacokinetics, efficacy, and safety of albiglutide.","Effect of renal impairment on <mask> pharmacokinetics, efficacy, <mask> safety of albiglutide."
24918983,Predictors of low weight and tube feedings in children with congenital diaphragmatic hernia at 1 year of age.,<mask> of <mask> weight and tube feedings in children with congenital <mask> <mask> <mask> 1 year of age.
24926508,Lorcaserin. In obesity: unacceptable risks.,<mask> In <mask> unacceptable risks.
24928079,Sudden death in Parkinson's disease: a retrospective autopsy study.,Sudden de<mask>th in Parkinson's <mask> a <mask> autopsy study.
2493254,Home central venous hyperalimentation in fifteen patients with severe scleroderma bowel disease.,Home central <mask> hyperalimentation <mask> fifteen patients with severe <mask> bowel disease.
